pointer,MG693176,MZ218053,MZ218054,MN832787,MT734809
49,26,4,4,23,12
50,27,4,4,23,12
51,28,4,4,23,12
52,29,4,4,23,12
53,29,4,4,23,12
54,29,4,4,23,12
55,29,4,4,23,12
56,30,4,4,22,12
57,31,5,5,23,13
58,31,5,5,23,13
59,32,6,6,24,13
60,32,6,6,24,13
61,32,6,6,24,13
62,33,6,6,25,13
63,33.33333333,6,6,24.24242424,13.13131313
64,33.67346939,6,6,24.48979592,13.26530612
65,34.02061856,6,6,24.74226804,13.40206186
66,34.02061856,7,7,23.71134021,13.40206186
67,35.05154639,8,8,23.71134021,14.43298969
68,36.08247423,8,8,23.71134021,14.43298969
69,37.11340206,8,8,23.71134021,14.43298969
70,38.1443299,8,8,23.71134021,14.43298969
71,39.17525773,8,8,23.71134021,14.43298969
72,40.20618557,9,9,23.71134021,14.43298969
73,41.2371134,9,9,22.68041237,14.43298969
74,41.2371134,9,9,22.68041237,14.43298969
75,42.26804124,10,10,22.68041237,14.43298969
76,42.26804124,10,10,22.68041237,14.43298969
77,43.29896907,10,10,22.68041237,14.43298969
78,43.29896907,10,10,22.68041237,14.43298969
79,43.29896907,10,10,21.64948454,14.43298969
80,44.32989691,10,10,20.6185567,15.46391753
81,44.32989691,10,10,19.58762887,15.46391753
82,44.32989691,10,10,19.58762887,15.46391753
83,45.36082474,10,10,19.58762887,16.49484536
84,46.39175258,11,11,19.58762887,17.5257732
85,46.39175258,11,11,19.58762887,17.5257732
86,46.39175258,11,11,19.58762887,17.5257732
87,47.42268041,12,12,20.6185567,18.55670103
88,47.42268041,12,12,19.58762887,18.55670103
89,47.42268041,12,12,19.58762887,18.55670103
90,47.42268041,12,12,18.55670103,19.58762887
91,47.42268041,12,12,18.55670103,19.58762887
92,47.42268041,13,13,18.55670103,20.6185567
93,47.42268041,13,13,18.55670103,20.6185567
94,47.42268041,13,13,17.5257732,21.64948454
95,47.42268041,13,13,17.5257732,21.64948454
96,48.45360825,14,14,17.5257732,21.64948454
97,47.42268041,14,14,17.5257732,20.6185567
98,47.42268041,14,14,17.5257732,20.6185567
99,46.39175258,14,14,17.5257732,20.6185567
100,46.39175258,14,14,17.5257732,21.64948454
101,46.39175258,15,15,17.5257732,21.64948454
102,47.42268041,15,15,18.55670103,21.64948454
103,47.42268041,15,15,18.55670103,22.68041237
104,48.45360825,15,16,19.58762887,22.68041237
105,49.48453608,16,17,19.58762887,23.71134021
106,50.51546392,17,18,20.6185567,24.74226804
107,51.54639175,18,19,21.64948454,25.77319588
108,51.54639175,19,20,21.64948454,26.80412371
109,52.57731959,19,20,21.64948454,27.83505155
110,52.57731959,19,20,21.64948454,27.83505155
111,53.60824742,20,21,22.68041237,28.86597938
112,54.63917526,20,21,22.68041237,29.89690722
113,55.67010309,21,22,23.71134021,30.92783505
114,54.63917526,21,22,23.71134021,29.89690722
115,54.63917526,21,22,23.71134021,29.89690722
116,53.60824742,21,22,23.71134021,28.86597938
117,52.57731959,22,23,23.71134021,28.86597938
118,52.57731959,22,23,23.71134021,29.89690722
119,52.57731959,22,23,23.71134021,30.92783505
120,52.57731959,22,23,23.71134021,30.92783505
121,52.57731959,22,23,23.71134021,30.92783505
122,52.57731959,22,23,22.68041237,29.89690722
123,52.57731959,22,23,21.64948454,29.89690722
